store_id,sku_id,MAPE
STORE_01,SKU_001,45.66051378981921
STORE_01,SKU_002,58.474713684520374
STORE_01,SKU_003,75.00731613400077
STORE_01,SKU_004,115.58706751355605
STORE_01,SKU_005,41.18299842489618
STORE_01,SKU_006,50.95717824702134
STORE_01,SKU_007,54.12979720753015
STORE_01,SKU_008,63.046513605442165
STORE_01,SKU_009,52.008886558575995
STORE_01,SKU_010,31.275670572529297
STORE_01,SKU_011,40.54126318104655
STORE_01,SKU_012,41.37314500268193
STORE_01,SKU_013,136.81477292306124
STORE_01,SKU_014,41.21165345118939
STORE_01,SKU_015,37.49030186347896
STORE_01,SKU_016,47.265691927901635
STORE_01,SKU_017,60.815938247445104
STORE_01,SKU_018,38.304956268221574
STORE_01,SKU_019,134.74273178105932
STORE_01,SKU_020,35.25350031677882
STORE_01,SKU_021,78.57795083517586
STORE_01,SKU_022,60.87463556851311
STORE_01,SKU_023,84.67887154861943
STORE_01,SKU_024,59.68547678484112
STORE_01,SKU_025,66.90962099125363
STORE_01,SKU_026,87.90430192987571
STORE_01,SKU_027,41.44907599667774
STORE_01,SKU_028,124.9536717531887
STORE_01,SKU_029,53.4043931838272
STORE_01,SKU_030,48.59628466771323
STORE_01,SKU_031,85.77699627315664
STORE_01,SKU_032,86.66467945874004
STORE_01,SKU_033,54.8181478995351
STORE_01,SKU_034,146.68434834251158
STORE_01,SKU_035,79.56926020408164
STORE_01,SKU_036,33.499386352479135
STORE_01,SKU_037,44.299262941477956
STORE_01,SKU_038,42.926512710347296
STORE_01,SKU_039,98.15081709624937
STORE_01,SKU_040,46.13383184721279
STORE_01,SKU_041,69.61085509472606
STORE_01,SKU_042,53.65810564089129
STORE_01,SKU_043,89.2821889961329
STORE_01,SKU_044,39.53397816513728
STORE_01,SKU_045,54.53069921376949
STORE_01,SKU_046,53.0627290800294
STORE_01,SKU_047,137.8035927632702
STORE_01,SKU_048,82.30526842771741
STORE_01,SKU_049,64.4511049356135
STORE_01,SKU_050,80.1887259758272
STORE_01,SKU_051,46.66867653305567
STORE_01,SKU_052,62.174176601333585
STORE_01,SKU_053,41.35876062391636
STORE_01,SKU_054,50.356728057076495
STORE_01,SKU_055,39.69716919025675
STORE_01,SKU_056,46.00587008997148
STORE_01,SKU_057,45.2310924369748
STORE_01,SKU_058,54.3767920391297
STORE_01,SKU_059,50.72590011614402
STORE_01,SKU_060,37.78887441501425
STORE_01,SKU_061,58.819241982507286
STORE_01,SKU_062,69.54629309350861
STORE_01,SKU_063,34.11989795918367
STORE_01,SKU_064,54.82734198800815
STORE_01,SKU_065,54.60729746444031
STORE_01,SKU_066,55.591734821269334
STORE_01,SKU_067,62.11233795850445
STORE_01,SKU_068,48.854618941720496
STORE_01,SKU_069,82.6307060522622
STORE_01,SKU_070,48.47285067873303
STORE_01,SKU_071,56.00193525686136
STORE_01,SKU_072,83.72907577871739
STORE_01,SKU_073,50.14459554895605
STORE_01,SKU_074,54.813341934533724
STORE_01,SKU_075,56.79300731577636
STORE_01,SKU_076,53.415386773266015
STORE_01,SKU_077,33.87323617565839
STORE_01,SKU_078,92.02180872348939
STORE_01,SKU_079,58.21154301566358
STORE_01,SKU_080,80.71896304651942
STORE_01,SKU_081,69.19549830376015
STORE_01,SKU_082,62.49122290425603
STORE_01,SKU_083,33.11484433933414
STORE_01,SKU_084,57.43575207860921
STORE_01,SKU_085,56.73304830714842
STORE_01,SKU_086,101.11733789260389
STORE_01,SKU_087,41.81060725911224
STORE_01,SKU_088,48.50479489454645
STORE_01,SKU_089,56.79110561750473
STORE_01,SKU_090,73.48382749326146
STORE_01,SKU_091,40.047637499846225
STORE_01,SKU_092,91.8983331037333
STORE_01,SKU_093,41.79902432436994
STORE_01,SKU_094,42.553733376150234
STORE_01,SKU_095,110.07002801120449
STORE_01,SKU_096,143.68458585900962
STORE_01,SKU_097,80.08928571428572
STORE_01,SKU_098,51.87317784256559
STORE_01,SKU_099,120.28395371674792
STORE_01,SKU_100,120.61269134396994
STORE_01,SKU_101,82.99172678715651
STORE_01,SKU_102,61.38747460666899
STORE_01,SKU_103,37.75510204081632
STORE_01,SKU_104,49.29566875379683
STORE_01,SKU_105,47.560618319395765
STORE_01,SKU_106,35.095215343662545
STORE_01,SKU_107,61.04289541903718
